,index,product_id,description,details,name,brand_category,is_work,is_nightout,is_daytonight,is_vacation,is_workout,is_weekend,is_coldweather
99,708,01DTJ8BQZJE4V5M6R7EWP63FWQ,throw one easy shirtdress shuffle locker room meeting drink totally streamlined beauty alex mill rendition choose adventure button front scrunchable sleeve safari looking pocket easy thigh grazing hem miss slit along side add extra ease movement beach hang boat ride errand cotton spandex machine wash model bust waist hip wearing size,dress,military shirt dress,dress,0.0,0.0,1.0,0.0,0.0,1.0,0.0
100,710,01DTJ8BWWDE8MAN8P91395TGQ4,unknowntoken,woman shoe sandal unknown name detail dtype object,celeste knotted sandal,woman shoe sandal,1.0,0.0,1.0,1.0,0.0,1.0,0.0
101,713,01DTJ8C7EK8SBRP5BH7Y0SYJSZ,atp atelier us special process tanning supple nappa leather free heavy metal lower environmental impact sustainable material used handcraft pointed maida sandal thin ankle strap wrap around leg multiple time moderate heel height mean wear day special event remaining comfortable,woman shoe pump unknown name detail dtype object,maida leather sandal,woman shoe pump,0.0,1.0,1.0,1.0,0.0,1.0,0.0
102,717,01DTJ8CMKVFSM152EGXQ57E2T3,thought burnt white sneaker come common project biggest mic drop slickest low top rendered truest shade black like hand stitched sneaker made love italy smooth leather cushy insole stacked rubber outsole comfortable cool calf leather upper rubber sole made italy,sneaker unknown name detail dtype object,tournament low super sneaker,sneaker,1.0,0.0,1.0,0.0,0.0,1.0,0.0
103,718,01DTJ8CYK1A02TKT0MC1FVRWMM,tailored suiting style jacket east meet west vibe attached waist wrap hit double breasted lapel detail stop side slit bottom hem waist show trouser detailing high waisted skirt even little skin switch workwear game love jacket proenza high waisted paper bag pant wear jacket night viscose wool nylon dry clean only model bust waist hip wearing size,jacket coat,wrap jacket,jacket coat,1.0,1.0,1.0,0.0,0.0,0.0,0.0
104,721,01DTJ8D3BJGD1B6EKP9Y4QYPWT,want mahali hand cool summer night yes one piece make welcoming autumn breeze tunic sweaterdress nanushka also added high slit wrap belt extra long tie hang knee seasonless style wrap cashmere extra fine merino viscose polyamide hand wash model bust waist hip wearing size x,dress,mahali dress,dress,1.0,0.0,1.0,1.0,0.0,1.0,0.0
105,722,01DTJ8DDAG7F7XX0BBAC8AK3YD,tweed jacket may suiting classic texture also cut loose case point frayed edge silver hardware angular lapel blue white blazer wear pencil skirt paper bag pant outfit need refined edge cotton polyester viscose elastane dry clean only made usa model bust waist hip wearing size,jacket coat unknown name detail dtype object,theron tweed jacket,jacket coat,1.0,0.0,0.0,0.0,0.0,0.0,0.0
106,725,01DVBP9AHVQTZXJSBNJ0N2NYJP,heel measure approximately mm inch black leather calf pull made italy,shoe boot ankle unknown name detail dtype object,leather ankle boot,shoe boot ankle,1.0,1.0,1.0,0.0,0.0,1.0,0.0
107,728,01DTJ8EB30824VJ8CH9G66DYGC,unknowntoken,woman clothing top unknown name detail dtype object,kelly wool blend cardigan sweater,woman clothing top,1.0,0.0,1.0,0.0,0.0,1.0,0.0
108,730,01DTJ8EMCR26JCYAWK0CYST9H7,everything want structured everyday bag gloriously spacious size optional crossbody strap convenient storage compartment thing classic tri color leather classic plus zip shut especially travel subway metro friendly leather brass height width depth made italy,shoulder crossbody unknown name detail dtype object,law bag shoulder bag,shoulder crossbody,0.0,0.0,1.0,0.0,0.0,1.0,0.0
109,732,01DTJ8F30NPDVH99C4ES7K4PWQ,one coat getting behind season benning first perfect weight bridge season beautifully layer chunky sweater tee blouse later secondly hit utility trend right head thanks rugged army green pretty practical timeless cotton nylon dry clean made usa model bust waist hip wearing size x,jacket coat unknown name detail dtype object,benning trench coat,jacket coat,1.0,0.0,1.0,0.0,0.0,1.0,0.0
110,736,01DTJ8FCK9VKNBN5P453DA5DFP,leather bag visually interesting fundamentally functional outside khaki green body stark white panel black strap adjustable via gold tone stud inside ample room tablet makeup bag current book whatever else keep close plus matching zip pouch mention handmade italy calf leather x x,tote,corsa tote,tote,0.0,0.0,1.0,0.0,0.0,1.0,0.0
111,737,01DTJ8FHC9A0WKQ9Z30G3CS8GZ,need something little dressier trustiest black tee rendered black crepe cuffed sleeve borrows relaxed boxy fit tuck well anything add characteristically cool ellery detail silky v shaped panel polyester dry clean only made italy model bust waist hip wearing size au,top,hopper cowl neck top,top,1.0,1.0,1.0,0.0,0.0,1.0,0.0
112,739,01DTJ8G03TEWRES24T1R04W8R3,super saturated indigo natural raw denim wash wide leg pant extra chic black gold button detailing tailored crop skim ankle plus elevated enough hold office dinner drink beyond cotton polyurethane hand wash made usa model bust waist hip wearing size,denim,wendall cropped wide leg jean,denim,0.0,1.0,1.0,0.0,0.0,1.0,0.0
113,742,01DTJAZ3J5GNXMQ718T46ERBAX,black textured leather drawstring top weighs approximately lb kg imported,bag shoulder bag shoulder bag unknown name detail dtype object,tony textured leather bucket bag,bag shoulder bag shoulder bag,0.0,0.0,1.0,0.0,0.0,1.0,0.0
114,743,01DTJ8GXDJ5RA1J6VET54MBJDB,thanks ankle wrap strap walkable heel supportive back basket beckham anne sandal check box go everything nude compliment everything pair midi skirt cropped trouser sheath dress styling possibility limitless main calf lining goat sole leather heel made italy,heel,anna leather sandal,heel,1.0,1.0,0.0,0.0,0.0,1.0,0.0
115,744,01DTJ8GRG3CT3FQ3A45GT3PYP6,thank gorgeous cognac colored vachetta leather giving pointed toe boot softly worn looking patina hitting right knee solid option flowy skirt billow dress anything really chunky block heel lend inch lasting comfortably throughout day upper leather lining bovine leather heel height,boot,goldy tall boot,boot,1.0,0.0,1.0,0.0,0.0,0.0,0.0
116,745,01DTJAZ7F9DRFPNF8W1H7SFT20,cream merino wool concealed button fastening neck merino wool dry clean imported,accessory scarf snood unknown name detail dtype object,draped merino wool turtleneck wrap,accessory scarf snood,0.0,0.0,1.0,0.0,0.0,1.0,0.0
117,746,01DTJBF28J3F9WNYDWGZ5BC8CF,designed sit low rise victoria beckham pant made lightweight stretch crepe slim fit silhouette kicking slit hem balance proportion oversized turtleneck pair point toe pump label pre fall lineup,woman clothing pant unknown name detail dtype object,crepe slim fit pant,woman clothing pant,1.0,0.0,1.0,0.0,0.0,0.0,0.0
118,750,01DTJBFCD58JDP3RBA6CCZ8E2C,white tan brown textured leather cow magnetic fastening top flap weighs approximately lb kg designer color mustard cinnamon made spain,bag shoulder bag shoulder bag unknown name detail dtype object,dip color block textured leather shoulder bag,bag shoulder bag shoulder bag,0.0,0.0,1.0,0.0,0.0,1.0,0.0
119,751,01DSZSEGP1D27KKZ39J8SG3C35,carry essential style rich leather briefcase removable crossbody strap,men store new arrival men store accessory bag leather good briefcase portfolio,metropolitan leather briefcase,the mens store new arrivals the mens store accessory bags leather goods briefcases portfolios,1.0,0.0,1.0,0.0,0.0,0.0,0.0
120,752,01DTJBR06HEYC2WWGJX1RKBZA4,sleek point toe ankle boot crafted supple leather luxe snakeskin embossed finish,shoe shoe boot ankle shoe shoe booty unknown name detail dtype object,meta snakeskin embossed leather ankle boot,shoe shoe boot ankle shoe shoe booty,1.0,1.0,1.0,0.0,0.0,0.0,0.0
121,753,01DTJCCSQKDDVY7DH821S6SDXP,tapping season coveted trend nili lotan shirt cut soft cotton jersey printed abstract portrait rockstar jimi hendrix cut relaxed fit classic crew neckline raglan sleeve enhance laid back feel style pair label utility pant,woman clothing top unknown name detail dtype object,jimi hendrix cotton jersey shirt,woman clothing top,0.0,0.0,1.0,0.0,0.0,1.0,0.0
122,756,01DTJCCY6S6KV2KJS79QK6CC08,prabal gurung virgin wool skirt designed pencil silhouette midi length style houndstooth pattern bright hued sweater pick outfit,woman clothing skirt,houndstooth wool pencil midi skirt,woman clothing skirt,0.0,0.0,1.0,0.0,0.0,0.0,0.0
123,757,01DTJCD2QG8RKQ4HJKT4GBW888,sensibility ease core khaite design ethos label viola sweater spun ultra soft cashmere relaxed crewneck silhouette wear rolled sleeve mini skirt summer layered jacket weather cool,woman clothing top,viola cashmere sweater,woman clothing top,1.0,0.0,1.0,0.0,0.0,1.0,0.0
124,758,01DTJCD7X94105KDSE036PNP64,veronica beard leather sami sneaker crafted minimalist silhouette detailed speckled shoe lace snake pattern throughout,woman shoe sneaker,sami lace leather sneaker,woman shoe sneaker,0.0,0.0,1.0,0.0,0.0,1.0,0.0
125,761,01DTJCDCCS988BEPR8RVSQ2MM5,designed last age done slim leg jean constructed using double needle stitching durability made light wash denim blended small amount stretch give little time highlight tapered hem pair ankle boot,woman clothing jean,double needle mid rise slim leg jean,woman clothing jean,0.0,0.0,0.0,0.0,0.0,1.0,0.0
126,765,01DTJCE09PWFZ6DCY0DJADM4HB,victoria beckham slim fit pant made stretch cotton twill emblazoned graphic snakeskin print cut sit flatteringly low waist fit slim thigh falling split hem free hardware pocket keep silhouette streamlined,woman clothing pant,snake print stretch cotton slim fit pant,woman clothing pant,0.0,1.0,1.0,0.0,0.0,1.0,0.0
127,767,01DTJCE596G5WGANPMXNENAXFJ,casual front evening ready back essential turtleneck sweater monse feature eye catching draped open back perfect showing skin pretty lace bralette knitwear piece designed casual loose fit making ideal balancing pair straight leg jean tailored pencil skirt,woman clothing top,draped wool turtleneck sweater,woman clothing top,1.0,0.0,1.0,0.0,0.0,1.0,0.0
128,768,01DTJCE9ZMH29TWHQC1CC8AWG5,sea look hometown new york city designing casual clothes blend femininity urban edge aesthetic well represented piper shirt dress tailored denim woven cotton linen style wide short sleeve large patch pocket style woven wedge,woman clothing dress,piper denim mini shirt dress,woman clothing dress,0.0,0.0,1.0,1.0,0.0,1.0,0.0
129,771,01DTJCEEPSEHH29G98KNDG4TFK,classic layering piece st agni copain tee made airy linen cut relaxed fit detailed elongated short sleeve favorite street style look,woman clothing top unknown name detail dtype object,copain linen shirt,woman clothing top,0.0,0.0,1.0,0.0,0.0,1.0,0.0
130,773,01DTJCEKTMNHVSB3WHG9M5V1P7,aeyde leather mattea slide designed strappy detail square toe,woman shoe sandal,mattea square toed leather slide,woman shoe sandal,0.0,0.0,1.0,1.0,0.0,1.0,0.0
131,776,01DTJCEX7H9S5ZQ2MXD019M39N,belted maxi skirt ann demeulemeester easy way add elegance ensemble cut weightless satin feature flattering high waist sash tie loosely tonal look pair coordinating blouse,woman clothing skirt unknown name detail dtype object,belted satin maxi skirt,woman clothing skirt,0.0,0.0,1.0,1.0,0.0,1.0,0.0
132,777,01DTJBF7B1RD7BNEAVCXFQXTVQ,nili lotan paris jogger designed relaxed silhouette dropped crotch added comfort tapered hem cashmere sweatpants dual slant pocket slim drawstring tie highlight exposed ankle pairing low rise sneaker,woman clothing pant unknown name detail dtype object,paris cashmere track pant,woman clothing pant,0.0,0.0,0.0,0.0,0.0,1.0,0.0
133,778,01DTJ8CG3XYDKGWA2BW1MS3FA1,unknowntoken,woman clothing top,printed ramie shirt,woman clothing top,1.0,0.0,1.0,1.0,0.0,1.0,0.0
134,782,01DT5142J2JPTF9R7RX47EMWSW,rubber sole measure approximately mm inch tonal beige white canvas lace front nike follows size conversion therefore size stated box differ one provided conversion chart receive correct fit please refer size fit note imported,shoe sneaker low top unknown name detail dtype object,classic cortez gingham canvas sneaker,shoe sneaker low top,0.0,0.0,1.0,1.0,1.0,1.0,0.0
135,786,01DTMYKAG6NM4BEJE4FBYE54YK,army green faux leather button fastening front polyurethane polyester dry clean imported,clothing dress mini,zoeyy faux leather wrap mini dress,clothing dress mini,0.0,1.0,1.0,0.0,0.0,1.0,0.0
136,787,01DT515EJ9DQGX6SQJ2HG0CYQ2,army green cream stretch jacquard knit pull nylon spandex trim nylon spandex machine wash made canada,sport gym cross train jumpsuit,strike cobra stretch jacquard knit jumpsuit,sport gym cross train jumpsuit,0.0,0.0,0.0,0.0,1.0,1.0,0.0
137,788,01DT518N0WCC9SBA7XZ7HYKF6S,beige cotton blend twill button fastening front cotton rayon button horn cow dry clean imported,clothing coat trench coat unknown name detail dtype object,cotton blend twill trench coat,clothing coat trench coat,1.0,0.0,1.0,0.0,0.0,0.0,0.0
138,789,01DT511FKX6312M3QMY2F4DKS6,heel measure approximately mm inch forest green black snake effect leather cow zip fastening along side made italy,shoe boot ankle unknown name detail dtype object,rylee snake effect leather ankle boot,shoe boot ankle,1.0,1.0,1.0,0.0,0.0,1.0,0.0
139,792,01DT50ZG1EDPG2JTMEJTP80TJG,army green stretch cotton corduroy button fastening along front cotton spandex dry clean designer color moss,clothing pant flared,beverly stretch cotton corduroy flared pant,clothing pant flared,1.0,1.0,1.0,0.0,0.0,0.0,0.0
140,793,01DT510JABF5GJ8FRVWK3S4BAS,dark brown cotton poplin button fastening front cotton spandex dry clean,clothing dress mini,roe cotton poplin shirt dress,clothing dress mini,0.0,1.0,1.0,0.0,0.0,1.0,0.0
141,796,01DTMYX49S7AAXVRBQ95K0E87T,delicate mesh adorns suede point toe pump,shoe best seller shoe shoe pump slingback point toe shoe shoe pump slingback pump stiletto,galativi mesh suede pump,shoe best sellers shoe shoe pumps slingbacks point toe shoe shoe pumps slingbacks pumps stilettos,0.0,1.0,0.0,0.0,0.0,1.0,0.0
142,799,01DTMYX91RFDD33T9T3Q8PE9JB,allover python construction give strappy leather slingback visual texture,shoe shoe sandal heel unknown name detail dtype object,manhattan python slingback sandal,shoe shoe sandal heel,0.0,1.0,1.0,0.0,0.0,1.0,0.0
143,802,01DTMYXDR0DCA4GFAP4SS3WQDE,unknowntoken,handbag handbag tote handbag handbag crossbody bag,large nix crocodile top handle bag,handbag handbag tote handbag handbag crossbody bags,0.0,0.0,1.0,0.0,0.0,1.0,0.0
144,804,01DTN28TVMA1EKYZS2DS4QA58S,white crinkled satin button concealed zip fastening back acetate viscose lining polyester dry clean,clothing jumpsuit full length,belted crinkled satin jumpsuit,clothing jumpsuit full length,1.0,0.0,1.0,1.0,0.0,1.0,0.0
145,807,01DPGTHPSYZCNW17PFDX20C2B6,introducing gwen comfy pointy toe flat polish pump love stylish v cut toe croc embossed leather textured touch,shoe,gwen flat croc embossed leather,shoe,1.0,0.0,1.0,0.0,0.0,0.0,0.0
146,808,01DSRSF2EYG3KSXBJP45QG6DJ1,studio collection studio dawson xl backpack offer progressive interpretation hershel signature style elevated textured sailcloth fabric unique style offer contemporary design detachable internal snap pouch function crossbody,men store accessory bag leather good backpack men store accessory bag leather good luggage,studio dawson xl backpack,the mens store accessory bags leather goods backpack the mens store accessory bags leather goods luggage,0.0,0.0,0.0,0.0,1.0,1.0,0.0
147,810,01DV4G5FF75M2R6EHJAB8EW6Z9,zimmermann fraja maxi dress cut airy linen fabric artfully printed vintage inspired paisley motif flattering halterneck neckline tie fastening sash temper asymmetric handkerchief hem style strappy sandal raffia clutch,woman clothing dress,freja belted paisley print linen halterneck midi dress,woman clothing dress,0.0,0.0,1.0,1.0,0.0,1.0,0.0
148,813,01DT0DJRS5AQ5BQBJ1105H0ATS,sleek point toe booty trend snake embossed leather finish,shoe shoe boot ankle shoe shoe booty,harlyn snake embossed leather booty,shoe shoe boot ankle shoe shoe booty,1.0,1.0,1.0,0.0,0.0,1.0,0.0
149,823,01DV4GR7FNY3GTQCYE5Y4RC8NS,zimmermann resort collection designed penchant past color print directly inspired founder creative director childhood voluminous skirt crafted line silhouette linen soft pink hue slip statement belt top loop style,woman clothing skirt unknown name detail dtype object,linen maxi skirt,woman clothing skirt,0.0,0.0,1.0,1.0,0.0,1.0,0.0
