,index,product_id,description,details,name,brand_category,attribute_name,attribute_value
2490,301,01DS0RXDFKG62VMQ9TW7A33X6Y,shoe season square toed loafer heel work well everything jean dress heel embossed cow leather apron goat leather stacked leather wrapped heel leather sole rubber forefoot professionally leather clean square toe loafer rubber forefoot pod mule fit true size imported,woman featured black shop,aslen loafer mule,woman featured black shop,category,shoe
2630,423,01DT517E1NSSWD0Y3ZFF8BRFMZ,olive silk charmeuse slip silk imported,lingerie camisole chemise slip,lewis silk charmeuse maxi dress,lingerie camisole chemise slip,category,onepiece
2643,423,01DT517E1NSSWD0Y3ZFF8BRFMZ,olive silk charmeuse slip silk imported,lingerie camisole chemise slip,lewis silk charmeuse maxi dress,lingerie camisole chemise slip,category,onepiece
2676,429,01DS3QDA8713QGCVA788MY3DWX,fashioned high waist fit acler alameda mini skirt tailored line silhouette wrap effect front pocket throughout style detachable belt added definition,woman clothing skirt,alameda high waist wrap effect mini skirt,woman clothing skirt,category,bottom
2686,429,01DS3QDA8713QGCVA788MY3DWX,fashioned high waist fit acler alameda mini skirt tailored line silhouette wrap effect front pocket throughout style detachable belt added definition,woman clothing skirt,alameda high waist wrap effect mini skirt,woman clothing skirt,category,bottom
2712,430,01DSRBC9CEBJXJFD7JGQ9E7T5B,go jean daring snakeskin printed panesl side,just kids girl girl bottom,girl python trim jean,just kids girl girl bottom,category,bottom
2738,430,01DSRBC9CEBJXJFD7JGQ9E7T5B,go jean daring snakeskin printed panesl side,just kids girl girl bottom,girl python trim jean,just kids girl girl bottom,category,bottom
2758,435,01DVVMB6B1J5FTGP4ZEVK12ECR,perfect workday office easy button shirt frame become staple piece wardrobe crafted pleated cotton laid back silhouette tuck inspired denim add neutral accessory,woman clothing top,easy pleated button cotton shirt,woman clothing top,category,top
2778,435,01DVVMB6B1J5FTGP4ZEVK12ECR,perfect workday office easy button shirt frame become staple piece wardrobe crafted pleated cotton laid back silhouette tuck inspired denim add neutral accessory,woman clothing top,easy pleated button cotton shirt,woman clothing top,category,top
2804,436,01DWJA72EBF7WH4S7Z2CEE1JHM,gently tailored collared silhouette open v neckline nanushka bambi sweater crafted softly textured fabric marled appearance slightly oversized fit make easy style layered button front shirt solo pair jean,woman clothing top,bambi collared v neck sweater,woman clothing top,category,sweater
2821,436,01DWJA72EBF7WH4S7Z2CEE1JHM,gently tailored collared silhouette open v neckline nanushka bambi sweater crafted softly textured fabric marled appearance slightly oversized fit make easy style layered button front shirt solo pair jean,woman clothing top,bambi collared v neck sweater,woman clothing top,category,sweater
2844,446,01DVPP6AP5V44EWB1BVH4DZ4TM,black silk charmeuse lace slip silk dry clean imported,clothing dress mini,constance lace trimmed ruched silk charmeuse mini dress,clothing dress mini,category,onepiece
2857,446,01DVPP6AP5V44EWB1BVH4DZ4TM,black silk charmeuse lace slip silk dry clean imported,clothing dress mini,constance lace trimmed ruched silk charmeuse mini dress,clothing dress mini,category,onepiece
2904,464,01DVA4ZFKEST038Z045BWTFP77,gravitate towards tomboy shirt silky soft cotton blend classic pinstripe avant garde cut detail back make true favorite like best tucked pair relaxed pant cotton silk hand wash cold made australia sizing x l xl model bust waist hip wearing size,top,stripe classic open yoke shirt,top,category,top
2929,464,01DVA4ZFKEST038Z045BWTFP77,gravitate towards tomboy shirt silky soft cotton blend classic pinstripe avant garde cut detail back make true favorite like best tucked pair relaxed pant cotton silk hand wash cold made australia sizing x l xl model bust waist hip wearing size,top,stripe classic open yoke shirt,top,category,top
2974,490,01DWFWGZF7H7CYWV2Y6XM05C3W,heel measure approximately mm inch black leather calf zip fastening along side made italy,shoe boot ankle,leather ankle boot,shoe boot ankle,category,shoe
2988,490,01DWFWGZF7H7CYWV2Y6XM05C3W,heel measure approximately mm inch black leather calf zip fastening along side made italy,shoe boot ankle,leather ankle boot,shoe boot ankle,category,shoe
3029,499,01DS1HBV0DFRKDJ843XDMVQEXZ,acler collins twist crepe de chine top designed v neckline cap sleeve twist detail front,woman clothing top,collins twist crepe de chine top,woman clothing top,category,top
3030,499,01DS1HBV0DFRKDJ843XDMVQEXZ,acler collins twist crepe de chine top designed v neckline cap sleeve twist detail front,woman clothing top,collins twist crepe de chine top,woman clothing top,category,top
3056,499,01DS1HBV0DFRKDJ843XDMVQEXZ,acler collins twist crepe de chine top designed v neckline cap sleeve twist detail front,woman clothing top,collins twist crepe de chine top,woman clothing top,category,top
3059,499,01DS1HBV0DFRKDJ843XDMVQEXZ,acler collins twist crepe de chine top designed v neckline cap sleeve twist detail front,woman clothing top,collins twist crepe de chine top,woman clothing top,category,top
3107,508,01DSEAJ3M0YTAW3XA16NH0G02R,slide version classic loafer wear loafer mule tailored trouser pair favorite dress make sure hemline let peek flexible leather suede upper breathable synthetic lining insole added stability heel exclusive padding system feature memory foam cushioned insole designed day comfort flexible skid resistant outsole comfort pod bottom,unknown,loafer mule slide,unknown,category,shoe
3108,508,01DSEAJ3M0YTAW3XA16NH0G02R,slide version classic loafer wear loafer mule tailored trouser pair favorite dress make sure hemline let peek flexible leather suede upper breathable synthetic lining insole added stability heel exclusive padding system feature memory foam cushioned insole designed day comfort flexible skid resistant outsole comfort pod bottom,unknown,loafer mule slide,unknown,category,shoe
3113,508,01DSEAJ3M0YTAW3XA16NH0G02R,slide version classic loafer wear loafer mule tailored trouser pair favorite dress make sure hemline let peek flexible leather suede upper breathable synthetic lining insole added stability heel exclusive padding system feature memory foam cushioned insole designed day comfort flexible skid resistant outsole comfort pod bottom,unknown,loafer mule slide,unknown,category,shoe
3138,508,01DSEAJ3M0YTAW3XA16NH0G02R,slide version classic loafer wear loafer mule tailored trouser pair favorite dress make sure hemline let peek flexible leather suede upper breathable synthetic lining insole added stability heel exclusive padding system feature memory foam cushioned insole designed day comfort flexible skid resistant outsole comfort pod bottom,unknown,loafer mule slide,unknown,category,shoe
3163,524,01DSR9CDE483S27S7YX918H0T7,soft wool geometric color blur edge painted roller artisan italy,jewelry accessories accessory wraps scarves evening wraps stoles jewelry accessories accessory wraps scarves cold weather jewelry accessories accessory wraps scarves long,handprinted virgin wool scarf,jewelry accessories accessory wraps scarves evening wraps stoles jewelry accessories accessory wraps scarves cold weather jewelry accessories accessory wraps scarves long,category,accessory
3173,524,01DSR9CDE483S27S7YX918H0T7,soft wool geometric color blur edge painted roller artisan italy,jewelry accessories accessory wraps scarves evening wraps stoles jewelry accessories accessory wraps scarves cold weather jewelry accessories accessory wraps scarves long,handprinted virgin wool scarf,jewelry accessories accessory wraps scarves evening wraps stoles jewelry accessories accessory wraps scarves cold weather jewelry accessories accessory wraps scarves long,category,accessory
3268,607,01DT0DKEEW7A764ZFKW8AJYMPX,birkenstock contoured cork footbed support arch foot cradle heel day comfort stylish metallic slide feature anatomically shaped soft foot bed,shoe shoe sandal slide shoe shoe sandal flat shoe shoe mules slides,arizona leather sandal,shoe shoe sandal slide shoe shoe sandal flat shoe shoe mules slides,category,shoe
3280,607,01DT0DKEEW7A764ZFKW8AJYMPX,birkenstock contoured cork footbed support arch foot cradle heel day comfort stylish metallic slide feature anatomically shaped soft foot bed,shoe shoe sandal slide shoe shoe sandal flat shoe shoe mules slides,arizona leather sandal,shoe shoe sandal slide shoe shoe sandal flat shoe shoe mules slides,category,shoe
3327,626,01DVBWZDQBJ40DB22CE0C7DMYA,multicolored cotton jersey slip cotton dry clean,clothing top sweatshirt,oversized tie dyed cotton jersey hoodie,clothing top sweatshirt,category,sweatshirthoodie
3343,626,01DVBWZDQBJ40DB22CE0C7DMYA,multicolored cotton jersey slip cotton dry clean,clothing top sweatshirt,oversized tie dyed cotton jersey hoodie,clothing top sweatshirt,category,sweatshirthoodie
3360,628,01DT50R1BR975VSNW3NT4RJKBQ,camel cotton blend corduroy button concealed zip fastening front cotton elastane imported,clothing pant straight leg,le high cotton blend corduroy straight leg pant,clothing pant straight leg,category,bottom
3372,628,01DT50R1BR975VSNW3NT4RJKBQ,camel cotton blend corduroy button concealed zip fastening front cotton elastane imported,clothing pant straight leg,le high cotton blend corduroy straight leg pant,clothing pant straight leg,category,bottom
3401,629,01DWFXB7018CKZWK06VPHEF468,multicolored cotton voile button fastening along front cotton dry clean designer color wildberry thicket imported,clothing dress maxi,esme ruffled floral print cotton voile maxi dress,clothing dress maxi,category,onepiece
3427,640,01DWFXSVHMEYG0R7TCNGCHEKEG,leopard print silk blend button fastening front fabric silk viscose fabric silk dry clean made italy,clothing top shirt,leopard print silk blend shirt,clothing top shirt,category,top
3453,642,01DTASPFSY8Q446Q3TJK5CGQVH,unknown token,woman clothing jean,milla jean long,woman clothing jean,category,bottom
3468,642,01DTASPFSY8Q446Q3TJK5CGQVH,unknown token,woman clothing jean,milla jean long,woman clothing jean,category,bottom
3498,643,01DT8ND4QVV25CDSARCDFCWZ11,equipment incorporates sleek tailoring fall lineup label alloisa pant cut lightweight crepe patterned classic pinstripe tapered slim leg shape coordinating belt emphasizes high rise waist style tucked blouse structured blazer,woman clothing pant,alloisa belted striped crepe slim leg pant,woman clothing pant,category,bottom
3519,643,01DT8ND4QVV25CDSARCDFCWZ11,equipment incorporates sleek tailoring fall lineup label alloisa pant cut lightweight crepe patterned classic pinstripe tapered slim leg shape coordinating belt emphasizes high rise waist style tucked blouse structured blazer,woman clothing pant,alloisa belted striped crepe slim leg pant,woman clothing pant,category,bottom
3543,644,01DTASPAEE1A42PZ0KCZ7R078S,l c nevelson sweater one reach chunky piece made durable wool cozy oversized fit designed turtleneck complete rib knit hem additional insulation balance texture leather slim leg pant,woman clothing top,nevelson cable knit wool turtleneck sweater,woman clothing top,category,sweater
3551,644,01DTASPAEE1A42PZ0KCZ7R078S,l c nevelson sweater one reach chunky piece made durable wool cozy oversized fit designed turtleneck complete rib knit hem additional insulation balance texture leather slim leg pant,woman clothing top,nevelson cable knit wool turtleneck sweater,woman clothing top,category,sweater
3581,645,01DTASNDTNWEZM6W2CE47VHVPJ,people often think sundress temperature rise zimmermann floral print amari jumpsuit equally good alternative ruched sleeveless bodice designed tie shoulder strap square neckline shirred trim wear wide leg cotton style flat sandal oversized gold jewelry,woman clothing jumpsuit,amari floral print cotton jumpsuit,woman clothing jumpsuit,category,onepiece
3594,645,01DTASNDTNWEZM6W2CE47VHVPJ,people often think sundress temperature rise zimmermann floral print amari jumpsuit equally good alternative ruched sleeveless bodice designed tie shoulder strap square neckline shirred trim wear wide leg cotton style flat sandal oversized gold jewelry,woman clothing jumpsuit,amari floral print cotton jumpsuit,woman clothing jumpsuit,category,onepiece
3619,647,01DTASNPKTHP79D2QAKBMP818Z,summertime never far away cult brand staud moreau bag featuring knotted macram exterior bag reverse lined leather bucket daily necessity,woman bag tote,moreau macram leather bag,woman bag tote,category,accessory
3628,647,01DTASNPKTHP79D2QAKBMP818Z,summertime never far away cult brand staud moreau bag featuring knotted macram exterior bag reverse lined leather bucket daily necessity,woman bag tote,moreau macram leather bag,woman bag tote,category,accessory
